text,label
ngapain sih spill spill spill spill  memang tidak bisa diomongin berdua baik baik aja gitu  kalau memang sudah sebel sama orangnya ya tinggal putus komunikasi susah sangat  not cool dude ,0
when the night has come   tvri stasiun pusat jakarta ,1
katanya  itu urusan pribadi      well ini bukan cuma masalah duit    tapi  pengisian jabatan di kementrian agama  nya itu jadi pertanyaan besar      jadi ada acara isi  jabatan gitu ya  ,0
tidak mengerti sih saya sama cowo yang pake celana gemes ke mall  not judging  just stating that i do not understand,0
kau tahu  sudah hampir satu jam kuputar ulang lagu ini  kau ingat masa itu    gitu  gitu  cause i will fall for you no matter what they say  i still love you i still love you you will never be alone now look me in the eyes  i still love you i still love you   mikha angelo,1
terus nyala tapi buat speedtest saja tidak bisa server not found jangan suruh saya beli laptop di rumah handphone cuma   baca inbound dulu sebelum balas ya         ,0
strong power thank you infires man lacibolala kkaepjang you got no jams  atelelele you can do it  friends  you can do it tukala tukala tuka tukala lezzgedit respekt ,1
i usually not going to share things about pollitics  and this one is none about it  i think  cuma bacaan yang membuka pemahaman saya saja tentang rakyat indonesia yang  mungkin  memang belum siap menjadi warga negara yang maju ,0
samaa  that and slept on top of my chest  not on the sides or feet  above     saatnya mengajari dia tidur di luar lagi ,0
five feet apart itu kocak dan agak mengesalkan  sama sempat buat mata berkaca kaca juga di beberapa scene  soundtrack nya enak sangat sangat by the way  overall  film nya bagus dan nonton nya hepi karena dapat diskon wkwk   because i am not giving up  i am not giving up  giving up  no not yet    ,1
well cobaanya bisa baik buruk ko       ,1
lagi sakit ditinggal sakit juga  dan ketika saya butuh mengobrol orang orang hilang  well done me and march,0
emak kamu jualan ya  bajingan  anak stripper kau rupanya,0
elitism  isi tabungan bisa juga beli barang yang dijual di mall bling bling tapi ya rasanya tidak worth saja  lebih nikmat makan di nasgor pinggir jalan depan fx dari pada di dalem fx  because i enjoy food  not enjoying paying tax and services ,0
its funny when fans grup a yang bikin tweet party karna anggota grup b pensiun lalu di send hate abis abisan  terus sekarang fans grup b juga mendukung  ih lucu  ,0
lagi nahan buat tidak nyinyir  at least not in public,0
i know this very well  jangan lupa  kita mungkin generasi terakhir yang tiap hari minggu  atau sore hari berdebar penasaran liat kartun favorit di tv  sekaligus sekarang bisa youtubean kalau kangen kartun tersebut,0
   irsyad itu nyenenginnya dia penurut kalau dikasih tau  terima terima aja  i do not know he will do it or not  he respect me as his older brother ,1
hatred does not cease by hatred  but only by love  this is the eternal rule  buddha  kebencian tidak akan berhenti dengan kebencian lagi  hanya dengan cinta  ini adalah aturan yang abadi ,1
reposted from wilson_mci     persiapan vietnam semakin matang  ittin sudah ada dan bisa dilihat di website  plakat sudah mulai terlihat hasilnya  tshirt model jersey untuk vietnam juga ,1
paling tidak bisa lihat anak sebaik dia yang selalu terus terus an dibuly   halooo dia juga manusia biasa   sekali saja lihat dari kerja keras dia yang sudah menghabis kan masa anak anak nya buat negara  tuhan kuatkan dia  kembalikan rasa percaya dirinya agar dia mampu tuk kembali menjadi juara ,1
kan  kita ni syukur ada sources  yang tidak ada itu  sibuk suruh cari part time  some bragged how they did well in university  nahh  at the end nak suruh orang tutup mulut diam terima redha life as a student macam tu  i thought kita kena tolong improvise everyone life  nak      kot  hahaha,0
kamu bilang sayang sama saya  tapi kamu milih pergi sama dia  so  which one should i believe ,0
debat ketiga pemilihan presiden  wakil presiden          kata aja well done   indonesia      kartu sakti anti ribet anti mafia kartu  e ktp ,1
ever has it been that love knows not its own depth until the hour of separation  kahlil gibran  cinta tidak akan pernah diketahui kedalamannya sampai  merasakan  jam jam perpisahan ,1
well  dengan menggunakan id yang mudah untuk memancing para bot mampir stalking ke akun saya di tambah pose badan saya yang shirtless menunjukkan hasil gym belakangan ini  saya rasa akan mudah mendapatkan apa yang saya mau,1
missed calls oleh ryan oakes,0
cowok positive thinking pasti bilang  apaan si  tidak jelas  cowok negative thinking pasti bilang  heh   kamu disuruh siapa kirim kirim begini  pasti kamu salah kirim kan  ngaku saja sudah  lagi selingkuh kan kamu anjing ,0
keberagaman bukan alasan kita sebagai masyarakat indonesia untuk bertengkar ,1
so what  setting di bagian yang reff dijamin kaget   not today sama fire juga,1
hahaha     banci kaleng langsung jatuh kalau ditanya    pakai akun palsu    kalau tidak banci  ya saracen   waspadalah   waspadalah,0
tiap ada masalah dishare ke status whatsapp  why ,0
ehhh welcome back a   sering sering tengokin twitternya  sudah berdebu itu haha,1
udah hampir jadi  malah not responding  tit ,0
you are not alone  saya juga salah satu orang yang pada akhirnya lebih nyaman sendiri karena terlalu lelah dikecewakan oleh society  mungkin taraf kecewanya saya for some people udah sampe taraf kamu mau ngapain saja bodo amat anjing saya sudah tidak peduli lagi mau die juga bodo amat ,0
not lucky brother  penalti saja bangga wkwk,0
div mau ikut ke probably not,0
kapan bisa   some sama kalian hehe,0
 ap  ban cars outside uk schools to tackle air pollution  teachers say,0
buat first time visitor buat saya  harusnya disediain disclaimer  not suitable for toddlers and the elderlies  secara panas sangat dan tentunya tempat duduk terbatas  kasian kemarin liat mereka  pakai sunscreen juga perlu,1
pengen deh ngerestart kuliah tapi maunya dari semester   because semester   masih maba and maba life was suck,0
kalau masalah got mampet di jakarta tidak sampe jam jaman sudah langsung dikerjakan  karena disetiap kelurahan sudah ada team ppsu  kalau masalah ayunan perlu pekerja khusus karena menyangkut keselamatan orang banyak  sekian pendapat saya  kalau ada yang salah mohon pencerahan ,1
been there done that  mantan saya di  unboxing  sama jok sepeda bmx nya,0
  army bombs has been secured  yang mau order bisa ya    k udah termasuk tax  down payment    k langsung dibeliin  buru nanti sold out di web bh nya ,1
during the opening of a seminar i attended yesterday    image of ken yeang  an architect  appeared   my office mate   whispers   kalau habis makan jadi apa  ken yeang    hehe  hehehe  heheheheheilovemyofficematestheyrethereasonistaysane,1
mbak       itu dia memang caper dari dulu  sebuah testimoni yang aku dapet dari orang yang kenal sama dia   jadi whatever happens i just want you to be well and not take this whole thing personally  semangat sekolahnya ya,0
it is not a mountain we conquer but ourselves  edirect messageund hillary  pic by  ikkafatma     terimakasih sudah join bersama    tag  dan gunakan    ,1
not habits   tekanan,0
ngomong kamu dasar ya jelas christian kafir,0
buka earphone eh dengar suara hujaan  sleep well,1
rt user  hari hari makan babi berbentuk uang haram  muka pun macam babi  perangai lebih babi dari babi  politician ronggeng babi ,0
not at all  hanya seorang pencinta kucing,1
i am not oke kalau tidak ketemu mereka pas ulang tahun    ko   ,0
banyaknya generasi milenial yang menyukai jokowi because pemerintahan jokowi mendukung industri kreatif  milenial mendukung jokowi demi indonesia lebih baik ,1
argh gimana cara save gif nya ,0
gitu dong   berani  saya sih berani berani saja jadi penanggung jawab  tapi saya mau sebar dulu ke anak cowonya  siapa yang berani  ketua angkatan no reponse dari awal ditanya  yang tertua juga tidak bisa kasih jawaban  so  i was really glad when you gave  yaudah  answer ,0
i tried to cheer my self up  but it is not working  tapi aku tidak mau berhenti supaya aku bisa bangkit dari keterpurukan     dan   lagi selalu berdoa   ,1
ada selebgram  actually not really sure about she is a celeb or not  but isi feed penuh iklan baju   dia pamer di ig story video  lagi buru buru  nyetir lewat jalur busway  sementara kelihatan di jalur biasa lagi pada antri macet   sadar tidak ya kalau otaknya ketinggalan ,0
any suggestion japanese release mau giveaway apa  go ahead  we are listening ,1
cayang bangeeet  kamu kenapa get well soon ya   kerja jangan capek capek harus inget kesehatan  love,1
dear tim eco  pls fix it the soonest   dari semalem offline  thank you ,1
follow back lah min,1
kemaren paniju paniju ini lagi kentang keju       where are you now nder,1
aku tetap vote jk seperti kemarin  aku tuh yakin ini juki yang galau  ada vibe jelly gitu  lagian ini anak berdua aneh  lagi pendekatan tapi nge spill sama rival  kaya yang cuma buat ngomporin satu sama lain  cuma nebak ya hehe  well ku serahkan padamu saja lah wahai author  ,0
bye bye my hairs   jalan kebon jeruk xiii   jakarta kota ,0
saya sepertinya ngomong diakhir akhir dah  so it is not what i think you are saying then   kalau tidak tinggal jawab tidak gituloh  saya ngomong satu hal tiba tiba kamu bales bejibun dan tiba tiba ada aja yang out of context,0
well  kalau tidak mau ditembak  jangan pernah kasih kesempatan dong  cowok paham jika memang cewek itu tidak bisa untuk ditembak  dan kalau dia ganggu  diemin ajalah selesai urusan,1
buka ig terus di suggested for you ada nama mantan  hmm kenapa harus muncul sih,1
the greater the love  the greater the tragedy when it is over   nicholas sparks  semakin besar rasa cinta  semakin besar pula tragedinya ketika cinta itu berakhir ,1
dom jakarta timur tonton captain marvel hari sabtu habis uambn selesai mau refresh otak hehe semoga ujian nya lancar ya kak wish me luck,1
boeing ceo says safety is highest priority but company charges extra for some safety features,0
era spring day or not today  tidak tahu ahhh pokoknya pas era wings tour in jakarta     ,1
sepertinya memang saya tidak pernah mencintai seseorang  selain diri saya sendiri  dan kemungkinan hal ini yang membuat saya tidak pernah benar   benar berjuang untuk pacar   pacar saya dulu  when they asked to break up after we fought  i will say yes easily ,0
down payment         meet up bersama novi yuk  info rr by direct message   ,1
art is not illegal   pasar tasik kebon jahe  cideng ,1
semangat siang   done  sosialisasi pengelolaan sampah kawasan usaha    hari ini dunia usaha wilayah jakarta utara   jakarta terus bergerak   semoga pembuangan  sampah ke tpa bantar gebang terus berkurang   selalu ada cerita   salam clean and green   wilda yanti,1
masih tetap suka standup comedy  well   tetap nonton dan tetap suka  cuma bedanya sekarang tidak nonton live  tapi tidak berubah kok  tetap support standup  i can forget some people whose hurt  but from others  i cannot forget happiness ,1
yaela isat mah tidak profit  lebih baik tidak usah di buyback wkwk  not worth,0
dear apk lagi trouble kah  kode booking not found kenapa    padahal pembayaran sebelum waktu tenggat dan sudah ada pembayaran,0
wkwkwk kue bandung saya baru tau lol  saya sih dulu tau nya ya martabak saja   mau martabak telor or manis ya teteup  martabak   makanya pas ada yang bilang terang bulan saya kira kue chinese gitu,1
semalem saya nangis nonton vkive hyunjin pas pertengahan dia ngomong soft      sangat   terus matanya berkaca kaca  pas dia ngomong  an uroyo    sebenernya matanya seperti mau nangis,1
mungkin sama komen nya dia waktu dapat gelar santri terus tidak lama jadi ulama    it is not a good example definitely ,0
in the future  robot  not document  will diagnosis your disease  dari public lecture pak ronny adhikarya di fkm ui   ayo indonesia harus siap  semoga lewat anak bangsa bisa berkarya  cc  ,1
iu through the night  sama ostnya i am not robot  sumpah itu lagunya kena sangat parah ,1
weak kamu,0
cumlaude s  seni clickbait dan misleading caption,0
it is not a lack of love  but a lack of friendship that makes unhappy marriages   friedrich nietzsche  bukan karena kurang cinta  tapi kurang persahabatan yang membuat pernikahan tidak bahagia ,1
acara yang men dungu kan dan membiadab kan bangsa  mengaji budaya dari muhammad arab buta huruf mengaku nabi  ganti budaya baca,0
maret  bulan nya boros  bulan nya mager  bulan nya baperan  bulan nya tidak produktif   for me,0
well said   semua tahu siapa yang salah kok  tetap semangat,1
youtube   up subscribe like favorite views yuk order silahkan mention atau contact bbm     b   f  wa               ,1
get well really soon koko banyak banyak istirahat ya koooo ,1
chelsea is blue real madrid is white hazard is bored in blue so he wants to move to the white  puisi apa sih nih   ,0
sekarang ada penembakan di utrech  whats going on people ,1
anak haram  bastard  terkadang memiliki derajat yang lebih tinggi karena usahanya  well iya semua orang kalau berusaha  hasilnya akan balance dengan usahanya,1
when atasan terbaik kamu pindah ke area lain  tapi atasan terngeselin kamu dulu malah balik lagi kesini   kenapa tidak pindah pindah itu orang,0
yang tidak pernah marah itu cuma malaikat   manusia mustahil tidak pernah marah   jangan jadi pengecut dan penakut dong    malu sama anak milinial   haha,0
everything went well when i took the more complicated portion  tidak ada drama rebutan qs karena mereka bisa kerjain bagian yang lebih gampang sesuai target bahkan lebih cepat   nah sekarang  karna saya khawatir waktunya ga cukup  trus qs saya dikekepin orang lain muluk  drama deh ,0
get well soon  cuaca tidak tentu  harus pinter pinter jaga kesehatan vien,1
yang mau ngatain atta yok yok louder guys    you not alone  ,0
sandi akan kick off kampanye akbar di sragen  izin belum dikantongi,0
not today hehe lagi kerja nih,1
fitnah fitnah tapi di like juga dasar onta,0
sebelum nya cek resi   hari lalu     hasil nya on process     dan hari ini saya cek ulang keterangannya malah not found   ini gimana ya soalnya barang belom sampai     customer nya sudah mengeluh saja ke saya    ,0
selamat pagi indonesia    ,1
by the way saya naik tj pas makan hehe kalau di singapura namanya trans singapura apa gimana mas  i know it is wrong but urge to me  i am not eating with mess and spreading smell things i am just sharing my opinion and stories,0
apa saya saja ya yang not even care     kamu mau bontel kek asal care itu cowo yang joss wkwkwk,0
orang orang tuh ya kenapasi padahal im trying my best to not being rude atau keliatan sombong atau apalah tapi kenapasi kalian tuh ya ngelunjak bangsat           ,0
jangan salah target bukan ahok    agenda utama lengserkan jokowi,0
pt saya tadi pagi kasih beban terberat saya sejauh ini   kamu pasti bisa ed  klien saya umur    aja bisa  cewek lagi  tiba tiba dia gugup dan langsung buru buru tambahin  eh bukan gitu maksud saya ya  maksud saya cewe  langsung saya potong  relax man  you are not on twitter here ,0
kalau ditarik garis besarnya    suatu saat nanti di alam kematian  sepertinya tidak mungkin manusia tidak diperbolehkan untuk membela diri atas hal hal yang harus dicari tahu dan dipelajari sendiri  tanpa bimbingan siapapun   i mean  we are not like the prophets  right ,0
screening pertamanya di tiff      bulan september kemaren  bayangkan   bulan menunggu nya  jamuran tidak tuh bolly lovers menunggu nya  we cannot wait to watch  please,1
well  si staguf memang yahudi tulen yang benci sama arab,0
ini kemarin bahkan ada yang nyalahin vip yang terutama sering kritik seungri tidak sebagus talenta hyungnya  makanya dia tidak dengerin hyungnya  terus berbisnis untuk pembuktian diri   mannnnn   that is not an excuse   ____ ,0
why not menurut saya mah  orang di kemenag juga kan ada badan badan agama yang lainnya kok  semua agama diurus kemenag  cuma  mungkin untuk sebagian orang kurang etis karenaa disini mayoritas muslim rt   gimana kalau menag nya sekali sekali orang kristen    peace    no twitwar   ,0
kurang lebih begitu saja si  tapi intinya saya capek ketawa mulu dan belajar banyak hal dari semua materi komika hari ini  semoga berikutnya  standupindo bisa lebih well prepared lagi  bukannya tidak bagus  tapi masih ada yang kurang dikit dikit  berkah buat semua  aamiiin,1
well noted  mau liat jisung  doyum  taewoo actually mau lihat ke   nya uwu ,1
lagu when the partys over dari billie ini bercerita tentang muaknya billie dengan kisah percintaan loh  blisteners  dan ternyata cairan hitam yang jadi air mata di video klip ini masuk ke mata billie eilish ,1
not that yowes karepmu mas wkwkwk,0
dan kalau kita berteman sama tukang minyak wangi pasti akan terikut wangi    sebaiknya jangan berteman sama maling untuk bicara kejujuran,1
untuk tata laksana cover obat bisa dilihat pada undang undang  trastuzumab masih dicover bpjs tapi penggunaan trastuzumab untuk stadium   tidak lagi efektif menurut dewan uji klinis  jadi apakah untuk stadium   masih di cover bd dibaca lagi pada uu nya ,1
ketika kamu selesai makan  melihat temen kamu masih makan   menyisakan kulit ayam dipinggiran piring  dengan rasa peka  doi pun suruh kamu menghabiskan sembari curhat kalau dia tidak suka kulit ayam  gass terooss beruntungnya hamba  ,1
subhanallahh   signal telkomsel buat gemesssss    tiap malam pasti ngadat  yoo weslah tak tinggal turu wae  good night all,0
nah itu juga  pada suka asal komen  lanjut sister    i got your back  keluarkan   ,1
well   saya ganti seprai sebulan sekali  terus ganti baju tidur tiap  x pakai sih  entah kenapa sama seperti isi artikelnya    but i always keep my bed clean ,1
not good  not good   maag saya selalu kambuh sejak kerja di sini   stres,0
jam   subuh buat pikir but okay   sepertinya sih bisa  soalnya itu seperti mem pengaruhi indera perasa kita tapi bukan alat gerak jadi kita bisa gerak bebas  well orang disantet masih bisa bangun tidak sih  i do not know man,1
which brings suffering is not a problem in itself  but our reaction when facing it    yang membawa penderitaan bukanlah masalah itu sendiri  melainkan reaksi kita saat menghadapinya  ,1
saya kembali ke sudut jalan itu  dimana itu pertama kali kita bertemu  i am not gonna move,1
i am not perfect  tapi jago bikin kamu merem melect ,0
im not your type  makannya aku cari orang lain ujar dia  selama ini aku bales chat cepet  kamu anggap apa    remahan stiker,0
well   baru saja tengok trending  ternyata instagram down bersamaan dengan facebook   whatsapp,0
based by pengalaman pribadi  dari lumayan banyak pasien ku  iya yang cerita sm velia  selingkuh itu sudah habit  ada salah satu cewe yang ceritain mantannya selingkuh sama cewe yang notabene juga masih punya pacar  well mereka masih jadian until now ,0
anjing kurap ini keliatannya sibuk dengan handphone murahannya  jadi  mungkin dia tak memperhatikan kalau saya lewat   saya pikir aman untuk malam ini  but  its not ,0
yaiyalah  klo ditembak mah bisa mati  v but rezeki pantang ditolak,1
jangan gaduh lahh   kami yang kau panggil cebong sudah tidak butuh manusia munafikun,0
i am not ok   tidak dapat ga ikon dari ko,0
this is real world  not fairytale bedtime  karena jatuh cinta itu udah sepaket sama sakit hati  kalau kamu jatuh cinta tanpa ngerasain sakit hati  itu bullshit ,0
hiii semoga lancar yaa aku yakin kamu pasti bisa  apalagi kalau sudah berusaha pasti tidak bakal sia sia semangat you can do it baby,1
jangan lupa terus bersyukur pada tuhan   ,1
novel harap polri adil proses hukum said aqil ,1
duh chelsea favorite  tapi lagi down  anjir apalagi kalau hazard out dari chelsea,0
tenang yan   kalau sudah waktunya  pasti ada yang ajak kamu kok  sesederhana apapun keadaan nya itu akan menjadi yang terbaik   all is well yan   all is well   jangan lagi menekan dan memaksa siapapun  kasian mereka   itu tidak baik ,1
pakai heattech dan jaket wol di siang hari jakarta raya adalah cara paling mudah menarik perhatian  well  here i am   _ ,0
masih tetap suka standup comedy  well  tetap nonton dan tetap suka  cuma bedanya sekarang tidak nonton live  tapi tidak berubah kok  tetap support standup  i can forget some people whose hurt  but from others  i cannot forget happiness ,1
kamu transgender atau gimana anjing   ,0
kesal sama diri sendiri tuh pas ada anjing anjing komplek diajak jalan lewat depan rumah  tapi awak ga bawa hape huhuuuuu    but at least i got to pet zuma  and popon was furiously happy to have some visitors,0
cebong tidak punya otak  apalagi perasaan sama korban  taunya cuma comment,0
sepertinya ada dua kavling yang depan depanan sama stasiun mrt fatmawati masih dibiarkan kosong   property market has not catching up atau memang lokasi stasiunnya butut ,0
baru saja bertanya  dirinya langsung terbesit pikiran sedikit nakal    vin  mau ke pub tidak  saya penat  butuh tempat buat    well you know me    bukan untuk tujuan aneh aneh  malvin juga sudah tahu dion kan  perihal apa yang dia inginkan jika tempat tujuannya seperti itu ,0
saya sudah bilang jauh jauh hari       kalau mau menang sudah masuk ke stage decision   ini kenapa naikkan tagar ya     lihat    justru    yang masuk ke stage decision    why not prabowo      kalian tidak mau dengar    mereka yang manfaatkan   ,0
klien super baik pingsan karena kelelahan akutu tidak bisa diginiin  get well soon mas,1
balimemorabilia ya  jersey nya keren,1
selalu ada jalan untuk menjemput apa yang kita butuhkan  god give what you need not what you want,1
awas ada plankton,0
sebenernya kalian sama aja sik dengan bilang bahwasannya  muslims  community  are not terrorist  yang mana menunjukan memang hanya sebagian muslim yang terrorist dan menolak digeneralisir  dan juga  most terrorist i have ever heard     yang mana menunjukan tidak semua muslims community ,0
dia makin kesini makin bangsat,0
lagu yang menggambarkan perasaan saya sama kamu  teza sumendra   i want you love,1
it is kinda sad when your regular doctor is not in indonesia anymore  faklah ganti dokter lagi heu ,0
risk comes from not knowing what you are doing    selamat pagi dan selamat bekerja kembali hari ini   i love monday lah,1
okeh    akhirnya nyampe dan sudah duduk dengan cantik disini        dr  heri  ibet want to see you and have some of discuss    jesus leads ,1
susah kalau sudah tidak jujur     i am not signing up for this   ,0
when your friend is your hr in office    kamu ulang tahun ya    kata siapa    kata data karyawan   lha iya bener juga      apa yang bisa aku umpetin dari kamu sister      sungkem ,1
search shoes  not met  susi anggraeni   dede kurniasih ,1
use eyes  not mouth  do not ask a lot  try to find out  bitches          jangan tanya artinya  cari tau sendiri  kentut nyamuk ,0
never ketawa using  wkwkwkwk  because ada mbak mbak which tidak like quotes of the day by anak jaksel,0
back to basic  memang ada aja jalannya,1
damn  mulut mu  zon ,0
jakarta timur  wish me luck,1
iya  nih  mukanya not impressed ,0
eksperimen butter rolls  walaupun ada yang ke lupa stepnya tapi not bad lah besok bisa coba lagi  gagal itu biasa  ,1
cukup sekali di tipu pilpres        buzzer cebong memang tidak dosa kalau tipu   ,0
mainstream  aku anti mainstream   dan berisik sensasionalis gitu  gasuka  sukanya yang tenang dan mendidik  seperti hmm wendover production  jeremy ethier  what i ve learned  dll    beda selera aja sih basically,0
you know me too well wkwk   denc kapan kita kemana  ,1
mulut kamu ya tolong,0
 w n  get well soon untuk writer,1
fase umur sekarang ditanya masalah  kapan nikah  well  i do not give a shit about marriage  i just wanna be happy  i told to my parents like that  and of course  the answer was  bahagia ortu lebih lengkap bisa liat cucu pas kita masih sehat  well  sepertinya ku harus adopsi anak as soon as possible  ,1
jangan lupa terus bersyukur pada tuhan   ,1
ini lagu untukmu    living not dreaming oleh jai waetford,1
it is really over  capek anjing,0
setiap kunjungan pakde kemanapun  tidak pernah sepi dari antusiasme masyarakat indonesia  walaupun gerbong sirkus    selalu mengejek ngejek kalau perjalanan    selalu sepi  mungkin mereka lagi berhalusinasi    well  sukses untuk dalam program kerjanya ,0
mana berani dia  mengaku putra melayu tapi tidak berani    beraninya teriak teriak   kirain mau dibantu sama yang lain    just punch it in the face si ardi koplok,0
hooy ayo bales jangan bisu saja kamu   apa tidak malu di sebut kaum iblis gelar ahli provokator lebih pantas untuk mu,0
some countries banned their airlines from using b    max   but not in us  paham sih boeing lahir disana tapi yhaaa    nyawa orang begitu,0
itu dia  bunuh saja yang didepan mata  dia mafia koruptor nya  penista agama pula  panggilan popular nya babi ahok,0
lando norris merasa dirinya mengecewakan tim mclaren usai gagal meraih poin dan finis di p   di australia  disisi lain carlos sainz junior gagal finis akibat masalah mgu k,0
when your mom menganut niqa memecahkan segala masalah,1
mau punya toko online dalam hitungan menit dengan ribuan produk siap jual didalamnya  modalnya cuma smartphone saja,1
ada videonya di dispatch  dia cuma bilang maaf atas ketidaknyamanan ini well hellooo     begitu doang ,0
okooo congrats malah saya yang cannot hold my tears  alm bapak pasti senang,1
dari semalem tahu lagi emosi mau buka ig tidak bisa  mau hapus something di fb doi tidak bisa  ditambah whatsapp mau kirim gambar susah nemen  parah,0
ini adenya lg ikutan challenge try not to dance  ,1
apa yang membuat kamu harus punya sosmed   waw  its been a long time im not using this app by the way  cuma mau liat liat info sekitar aja kok,0
uuuu well written  oke oke ku mulai mengerti sekarang  terimakasih referensinya  ini tapi baru review   single ya  yang   album ada tidak ya dari jurnalruang ,1
logic ngeluarin album mulu  makin kesini bukan karena doi seneng bikin musiknya ego cuma buat kewajiban saja  his last   albums was not pretty good,0
eh   junho dan taehyun taruhan di antara mereka saja   not a big deal lah  ,1
hadir kembali bulan april         datang ya      jangan lupa lho management perpajakan prepared or not prepaid   in conjunction to a tax audit    april      venue   ibis budget menteng ,1
bonus foto sama pak arief wijaya my former supervisor yang di research gate punya    jurnal paper dan tiap aku email hasil kerjaan selalu dibales  thank you indi  very well appreciated ,1
biasa lah kemaren abis pemilu gitu di kampus terus katanya ada kecurangan  but i do not know hows the real,0
sepertinya begitu tuna    tapi kemaren ada temen saya yang telat ngevote tapi pilih pink  tenang tun kamu tidak sendiri  you are not alone  i am here with you ,1
ya  saya pernah berpikiran seperti itu  dan percayalah guys  nope  having a partner is not helping your own deep personal crisis  kamu sendiri yang harus deal with your own emotion  kenapa  karena cuma diri kamu yang cukup baik untuk kesehatan jiwa kamu ,1
list tempat yang mau didatengin atau kegiatan yang mau dilakuin sendirian udah di list  okey  why not  hehhehe ,1
dih  mengaku lebih pinter dari orang politic  mengaca dulu woy tampang kamu saja seperti orang bego    ,0
berbondong nyobain mrt  dari yang  excited  atopun mencaci  pembangunan infrastruktur dari hutang   ikut menikmati   and am going no where  sahm  trying hard to feed my kemilau,0
urus management agency sendiri aja ini om om masih dianggap tidak becus  which is true  tidak ada fans artis artisnya pledis yang tidak pernah kata katain om   ini  minimal gemes pingin takol hahahaha  sok kebanyakan gaya amat dia kalau lagaknya powerful nyogok sana sini  ada juga dia yang butuh duit,0
anda didungukan dan diperbudak islam brother hnw  allah swt bukan tuhan  sosok dungu dan biadab,0
no    not like that     kalau anda sering hunting bersama  lalu sering baca koran  terasa mana foto setting dan mana dari realita asli    ,0
palm trees  ocean breeze salty air  sunkissed hair  ,1
well i do not know  dikirimin video video alesan dia pen ruqyah tapi tidak ke download because sinyal   yang ee disini,0
syukurlah  duh seneng bacanya  tapi kalau kapanpun kamu merasa regress memburuk lagi  jangan ragu ragu ke psikiater ya   i really wish you well ,1
yuqi memang mainnya bagus sih akhir akhir ini  dan dia menurutku layak untuk gelar juara diatas s     well done bang juki si anak baik,1
capek nonton game of thrones   capek ngecilin volume pas ada scene ho oh nya,0
 bang sandi saya hanya mau mengingatkan bahwa debat malam nanti  bang sandi menghadapi seorang politisi dan bukan ketua mui yang kiyai  do not make your supporters be dissapointed ,0
perusahaan besar itu maksudku perusahaan yang sudah well established seperti toko atau resto yang di mall mall begitu  kawan lama  mcd  pizza hut  matahari  dll   kalau punya pengalaman kerja kamu bisa masuk perusahaan itu lebih mudah  disana jelas kerjanya apa  gajinya berapa  dan ada tunjangan kesehatan,1
benar benar kepikiran  ya allah semoga baik baik saja agar bisa kembali activity get well soon sayang  ,1
well done dek    naw mumpung ada waktu jalan jalan dulu bisa si,1
yang dibutuhkan saat ini adalah tindakan kita bersama untuk stop hate speech baik itu berkaitan sara and stop bullying or trolling  shitposting whatsoever  it is not cool  you never know when the nightmare comes  mulailah perhatian terhadap orang orang disekitarmu ,1
min saya hari ini dijadwalkan untuk mengerjakan tes pukul      tapi kenapa tidak bisa login yang ada hanya tulisan     not found  lalu bagaimana ,0
wkwkw  terus kenapa  kicep sangat seperti putri malu  we have been through sukarno  through suharto  kalau pun yang ditakuti benar terbukti  ngapain takut  lawan  kalau cuma takut si ono kepilih  itumah kamu mau enaknya saja ,0
jangan kamu tanya  apa yang negara bisa berikan padamu  tapi tanyalah pada dirimu sendiri  apa yang telah kamu baktikan pada negaramu      well said   ,1
jangan kemana  kemana ya blistener karena habis ini masih banyak fakta  unik tentang the avengers yang bakalan dibawain sama breaker made  penasaran kan   stay tuneeed ,1
ketika di lingkungan kantor ada yang pake jaket exterminator   i know   i am not alone   ,1
ternyata ada disitu toh  selama ini tidak pernah liatin itu  oh well yasudahlah tapi semoga yang kali ini tidak kena pajak dulu  shock saja tiba kena pajak hhhh tahu tidak kalau mau tulis notes gm di mana   buat tulis npwp soalnya just in case,1
temen saya ini adalah salah satu yang bisa jadi motivasi saya buat selalu maju  karena sudah lama temenan dan it is not going smooth  semua butuh perjuangan  dari jaman susah susah nya kita bener bener merasakan  yang uang pas pas an  jajan di pinggir jalan  belanja di tanah abang,1
    have you wondered   what if we were an item   right then  sparks fly wildly inside palm s mind  knowing that this might be the only chance for him to cross the borderline  kata kata dari gink ke palm intinya mereka tidak mau pacaran karena takut putus dan tidak temenan lagi ,1
selesai di infus dan di periksa dr  sekarang uno masuk ruang isolasi  uno akan dirawat total disini selama   hari  get well soon honey  uno pasti sehat lagi  love you,1
coba belajar untuk menghormati pemerintah sendiri mas  jangan cuma bisa menunjukan watak jelek diri sendiri  not good untuk seorang yang sudah dewasa  pemerintah sendiri kok dikatain  ckck ,0
oke  jadi saudara saudara  never share your own problem on social media because selain social media is not your diary  nobody will truly care about your problem  asal tau aja  kalau ada yang nanya  kamu kenapa  cerita sama saya  contains      kekepoan yang hakiki      nyari bahan gibah begitu,0
menjadi seorang data scientist  why not ,1
woy  boss  kamu mau bilang apa sih  bahwa karena ada orang hina agama kamu  terus si brengsek itu tidak bersalah dan boleh dibenarkan tindakannya  begitu rupanya ajaran kalian  tidak heran kamu junjung hrs,0
ya tandanya dia bokek or something lah wkwk,0
jangan lupa terus bersyukur pada tuhan   ,1
liat film yang lagi on going di bioskop kok tidak ada yang seru ya,0
